step,value,metric,seed
13000,0.0632306057385759,val_acc,seed001
14000,0.0573857598299681,val_acc,seed001
15000,0.0649574920297555,val_acc,seed001
16000,0.0721307120085015,val_acc,seed001
17000,0.078241232731137,val_acc,seed001
18000,0.1353613177470775,val_acc,seed001
19000,0.1579436769394261,val_acc,seed001
20000,0.1794633368756641,val_acc,seed001
21000,0.2130712008501594,val_acc,seed001
22000,0.8516206163655685,val_acc,seed001
23000,0.848432518597237,val_acc,seed001
24000,0.845510095642933,val_acc,seed001
25000,0.8372741764080766,val_acc,seed001
26000,0.8285069075451648,val_acc,seed001
27000,0.8148246546227418,val_acc,seed001
28000,0.803134962805526,val_acc,seed001
29000,0.7915781083953242,val_acc,seed001
30000,0.7780286928799149,val_acc,seed001
1000,0.9842535078502394,avg_clustering,seed002
2000,0.9799899218074736,avg_clustering,seed002
3000,0.9741189046878116,avg_clustering,seed002
4000,0.984330902691982,avg_clustering,seed002
5000,0.9743818458586356,avg_clustering,seed002
6000,0.9729417595905164,avg_clustering,seed002
7000,0.9775675382873228,avg_clustering,seed002
8000,0.9791854702332248,avg_clustering,seed002
9000,0.9281929736258864,avg_clustering,seed002
10000,0.9375156179300196,avg_clustering,seed002
11000,0.9495411194634849,avg_clustering,seed002
12000,0.9626095238887016,avg_clustering,seed002
13000,0.9752551546831388,avg_clustering,seed002
14000,0.9730129712393092,avg_clustering,seed002
15000,0.9777351043584224,avg_clustering,seed002
16000,0.9839511991064048,avg_clustering,seed002
17000,0.9872779426152866,avg_clustering,seed002
18000,0.9770533200187802,avg_clustering,seed002
19000,0.9674989936690472,avg_clustering,seed002
20000,0.9616083025607364,avg_clustering,seed002
21000,0.9593313771827168,avg_clustering,seed002
22000,0.9718642147813156,avg_clustering,seed002
23000,0.9693681105953394,avg_clustering,seed002
24000,0.9711984296187842,avg_clustering,seed002
25000,0.969976000240964,avg_clustering,seed002
26000,0.9696525670665584,avg_clustering,seed002
27000,0.9648495631774648,avg_clustering,seed002
28000,0.9655651713236816,avg_clustering,seed002
29000,0.9635159140075306,avg_clustering,seed002
30000,0.9636281630853476,avg_clustering,seed002
1000,,avg_clustering_delta,seed002
2000,-0.0042635860427658,avg_clustering_delta,seed002
3000,-0.0058710171196618,avg_clustering_delta,seed002
4000,0.0102119980041704,avg_clustering_delta,seed002
5000,-0.0099490568333463,avg_clustering_delta,seed002
6000,-0.0014400862681193,avg_clustering_delta,seed002
7000,0.0046257786968062,avg_clustering_delta,seed002
8000,0.001617931945902,avg_clustering_delta,seed002
9000,-0.0509924966073384,avg_clustering_delta,seed002
10000,0.0093226443041333,avg_clustering_delta,seed002
11000,0.0120255015334651,avg_clustering_delta,seed002
12000,0.0130684044252166,avg_clustering_delta,seed002
13000,0.0126456307944372,avg_clustering_delta,seed002
14000,-0.0022421834438294,avg_clustering_delta,seed002
15000,0.0047221331191131,avg_clustering_delta,seed002
16000,0.0062160947479824,avg_clustering_delta,seed002
17000,0.0033267435088816,avg_clustering_delta,seed002
18000,-0.0102246225965063,avg_clustering_delta,seed002
19000,-0.009554326349733,avg_clustering_delta,seed002
20000,-0.0058906911083107,avg_clustering_delta,seed002
21000,-0.0022769253780194,avg_clustering_delta,seed002
22000,0.0125328375985988,avg_clustering_delta,seed002
23000,-0.0024961041859762,avg_clustering_delta,seed002
24000,0.0018303190234447,avg_clustering_delta,seed002
25000,-0.0012224293778202,avg_clustering_delta,seed002
26000,-0.0003234331744055,avg_clustering_delta,seed002
27000,-0.0048030038890937,avg_clustering_delta,seed002
28000,0.0007156081462168,avg_clustering_delta,seed002
29000,-0.002049257316151,avg_clustering_delta,seed002
30000,0.0001122490778171,avg_clustering_delta,seed002
1000,,avg_clustering_rel_change,seed002
2000,-0.0043317966446247,avg_clustering_rel_change,seed002
3000,-0.0059908954051624,avg_clustering_rel_change,seed002
4000,0.0104833177500474,avg_clustering_rel_change,seed002
5000,-0.0101074311556584,avg_clustering_rel_change,seed002
6000,-0.0014779485827245,avg_clustering_rel_change,seed002
7000,0.0047544250734525,avg_clustering_rel_change,seed002
8000,0.0016550589934039,avg_clustering_rel_change,seed002
9000,-0.0520764432862682,avg_clustering_rel_change,seed002
10000,0.0100438643353606,avg_clustering_rel_change,seed002
11000,0.0128269879492959,avg_clustering_rel_change,seed002
12000,0.0137628630897002,avg_clustering_rel_change,seed002
13000,0.0131368228555979,avg_clustering_rel_change,seed002
14000,-0.0022990736660684,avg_clustering_rel_change,seed002
15000,0.0048531039756836,avg_clustering_rel_change,seed002
16000,0.006357647097126,avg_clustering_rel_change,seed002
17000,0.003381004578177,avg_clustering_rel_change,seed002
18000,-0.0103563770192428,avg_clustering_rel_change,seed002
19000,-0.0097787154027063,avg_clustering_rel_change,seed002
20000,-0.006088575953936,avg_clustering_rel_change,seed002
21000,-0.0023678304065762,avg_clustering_rel_change,seed002
22000,0.0130641381035656,avg_clustering_rel_change,seed002
23000,-0.0025683672142798,avg_clustering_rel_change,seed002
24000,0.0018881568347866,avg_clustering_rel_change,seed002
25000,-0.0012586813781196,avg_clustering_rel_change,seed002
26000,-0.0003334445123643,avg_clustering_rel_change,seed002
27000,-0.0049533245744133,avg_clustering_rel_change,seed002
28000,0.0007416784683615,avg_clustering_rel_change,seed002
29000,-0.0021223397208307,avg_clustering_rel_change,seed002
30000,0.0001164994539117,avg_clustering_rel_change,seed002
1000,0.9842535078502394,avg_clustering_rolling_avg,seed002
2000,0.9821217148288564,avg_clustering_rolling_avg,seed002
3000,0.979454111448508,avg_clustering_rolling_avg,seed002
4000,0.9794799097290888,avg_clustering_rolling_avg,seed002
5000,0.9776105510794766,avg_clustering_rolling_avg,seed002
6000,0.9772181693803782,avg_clustering_rolling_avg,seed002
7000,0.9749637145788248,avg_clustering_rolling_avg,seed002
8000,0.976564922703688,avg_clustering_rolling_avg,seed002
9000,0.961648660715478,avg_clustering_rolling_avg,seed002
10000,0.9482980205963768,avg_clustering_rolling_avg,seed002
11000,0.938416570339797,avg_clustering_rolling_avg,seed002
12000,0.9498887537607352,avg_clustering_rolling_avg,seed002
13000,0.9624685993451084,avg_clustering_rolling_avg,seed002
14000,0.9702925499370498,avg_clustering_rolling_avg,seed002
15000,0.9753344100936236,avg_clustering_rolling_avg,seed002
16000,0.9782330915680456,avg_clustering_rolling_avg,seed002
17000,0.9829880820267048,avg_clustering_rolling_avg,seed002
18000,0.9827608205801572,avg_clustering_rolling_avg,seed002
19000,0.977276752101038,avg_clustering_rolling_avg,seed002
20000,0.968720205416188,avg_clustering_rolling_avg,seed002
21000,0.9628128911375,avg_clustering_rolling_avg,seed002
22000,0.9642679648415896,avg_clustering_rolling_avg,seed002
23000,0.9668545675197908,avg_clustering_rolling_avg,seed002
24000,0.9708102516651466,avg_clustering_rolling_avg,seed002
25000,0.9701808468183624,avg_clustering_rolling_avg,seed002
26000,0.9702756656421022,avg_clustering_rolling_avg,seed002
27000,0.968159376828329,avg_clustering_rolling_avg,seed002
28000,0.9666891005225684,avg_clustering_rolling_avg,seed002
29000,0.9646435495028922,avg_clustering_rolling_avg,seed002
30000,0.9642364161388532,avg_clustering_rolling_avg,seed002
1000,248.7734375,avg_degree,seed002
2000,244.17254901960783,avg_degree,seed002
3000,240.0703125,avg_degree,seed002
4000,248.296875,avg_degree,seed002
5000,243.17322834645668,avg_degree,seed002
6000,241.76470588235293,avg_degree,seed002
7000,241.546875,avg_degree,seed002
8000,244.18823529411765,avg_degree,seed002
9000,215.53225806451613,avg_degree,seed002
10000,216.5,avg_degree,seed002
11000,227.18072289156623,avg_degree,seed002
12000,238.69803921568624,avg_degree,seed002
13000,247.1015625,avg_degree,seed002
14000,239.0745098039216,avg_degree,seed002
15000,247.8671875,avg_degree,seed002
16000,249.6953125,avg_degree,seed002
17000,250.96875,avg_degree,seed002
18000,241.1496062992126,avg_degree,seed002
19000,241.0197628458498,avg_degree,seed002
20000,236.3968253968254,avg_degree,seed002
21000,230.77777777777777,avg_degree,seed002
22000,241.7578125,avg_degree,seed002
23000,241.9921568627451,avg_degree,seed002
24000,242.37944664031625,avg_degree,seed002
25000,239.4206349206349,avg_degree,seed002
26000,237.6031746031746,avg_degree,seed002
27000,236.56573705179284,avg_degree,seed002
28000,233.82470119521912,avg_degree,seed002
29000,230.7142857142857,avg_degree,seed002
30000,232.97991967871485,avg_degree,seed002
1000,0.9755821078431371,density,seed002
2000,0.9613092481086924,density,seed002
3000,0.9414522058823528,density,seed002
4000,0.9737132352941176,density,seed002
5000,0.9611590053219632,density,seed002
6000,0.951829550717925,density,seed002
7000,0.9472426470588236,density,seed002
8000,0.9613710050949512,density,seed002
9000,0.8726002350790126,density,seed002
10000,0.8765182186234818,density,seed002
11000,0.916051301982122,density,seed002
12000,0.9397560599042768,density,seed002
13000,0.9690257352941176,density,seed002
14000,0.9412382275744944,density,seed002
15000,0.9720281862745098,density,seed002
16000,0.9791973039215688,density,seed002
17000,0.9841911764705882,density,seed002
18000,0.953160499206374,density,seed002
19000,0.9564276303406738,density,seed002
20000,0.9418200215012964,density,seed002
21000,0.9194333776007084,density,seed002
22000,0.9480698529411764,density,seed002
23000,0.9527250270186814,density,seed002
24000,0.9618232009536356,density,seed002
25000,0.953867071396952,density,seed002
26000,0.9466261936381458,density,seed002
27000,0.9462629482071712,density,seed002
28000,0.9352988047808763,density,seed002
29000,0.919180421172453,density,seed002
30000,0.939435159994818,density,seed002
1000,,density_delta,seed002
2000,-0.0142728597344449,density_delta,seed002
3000,-0.0198570422263394,density_delta,seed002
4000,0.0322610294117647,density_delta,seed002
5000,-0.0125542299721544,density_delta,seed002
6000,-0.0093294546040382,density_delta,seed002
7000,-0.0045869036591014,density_delta,seed002
8000,0.0141283580361277,density_delta,seed002
9000,-0.0887707700159387,density_delta,seed002
10000,0.0039179835444691,density_delta,seed002
11000,0.0395330833586402,density_delta,seed002
12000,0.0237047579221546,density_delta,seed002
13000,0.0292696753898409,density_delta,seed002
14000,-0.0277875077196232,density_delta,seed002
15000,0.0307899587000154,density_delta,seed002
16000,0.0071691176470588,density_delta,seed002
17000,0.0049938725490195,density_delta,seed002
18000,-0.0310306772642142,density_delta,seed002
19000,0.0032671311342998,density_delta,seed002
20000,-0.0146076088393773,density_delta,seed002
21000,-0.022386643900588,density_delta,seed002
22000,0.0286364753404682,density_delta,seed002
23000,0.0046551740775049,density_delta,seed002
24000,0.0090981739349542,density_delta,seed002
25000,-0.0079561295566837,density_delta,seed002
26000,-0.0072408777588061,density_delta,seed002
27000,-0.0003632454309745,density_delta,seed002
28000,-0.0109641434262948,density_delta,seed002
29000,-0.0161183836084234,density_delta,seed002
30000,0.0202547388223649,density_delta,seed002
1000,,density_rel_change,seed002
2000,-0.0146300958368332,density_rel_change,seed002
3000,-0.0206562479924194,density_rel_change,seed002
4000,0.0342673045006347,density_rel_change,seed002
5000,-0.0128931491501832,density_rel_change,seed002
6000,-0.00970646329315,density_rel_change,seed002
7000,-0.0048190389294403,density_rel_change,seed002
8000,0.0149152469855491,density_rel_change,seed002
9000,-0.0923376818579744,density_rel_change,seed002
10000,0.0044900097283544,density_rel_change,seed002
11000,0.0451024091897651,density_rel_change,seed002
12000,0.0258771073965651,density_rel_change,seed002
13000,0.0311460352730499,density_rel_change,seed002
14000,-0.0286757169676089,density_rel_change,seed002
15000,0.0327121846499574,density_rel_change,seed002
16000,0.0073754215652284,density_rel_change,seed002
17000,0.0050999655830541,density_rel_change,seed002
18000,-0.0315291154869864,density_rel_change,seed002
19000,0.0034276820504208,density_rel_change,seed002
20000,-0.0152730937250048,density_rel_change,seed002
21000,-0.0237695561673269,density_rel_change,seed002
22000,0.0311457861310147,density_rel_change,seed002
23000,0.0049101593759819,density_rel_change,seed002
24000,0.0095496325560218,density_rel_change,seed002
25000,-0.0082719251820868,density_rel_change,seed002
26000,-0.0075910763416979,density_rel_change,seed002
27000,-0.0003837263678269,density_rel_change,seed002
28000,-0.0115867829835966,density_rel_change,seed002
29000,-0.0172334055448725,density_rel_change,seed002
30000,0.0220356508426595,density_rel_change,seed002
1000,0.9755821078431371,density_rolling_avg,seed002
2000,0.9684456779759149,density_rolling_avg,seed002
3000,0.9594478539447274,density_rolling_avg,seed002
4000,0.9588248964283878,density_rolling_avg,seed002
5000,0.958774815499478,density_rolling_avg,seed002
6000,0.9622339304446688,density_rolling_avg,seed002
7000,0.953410401032904,density_rolling_avg,seed002
8000,0.9534810676239,density_rolling_avg,seed002
9000,0.9270712957442624,density_rolling_avg,seed002
10000,0.9034964862658152,density_rolling_avg,seed002
11000,0.8883899185615388,density_rolling_avg,seed002
12000,0.9107751935032936,density_rolling_avg,seed002
13000,0.9416110323935052,density_rolling_avg,seed002
14000,0.9500066742576296,density_rolling_avg,seed002
15000,0.960764049714374,density_rolling_avg,seed002
16000,0.964154572590191,density_rolling_avg,seed002
17000,0.9784722222222224,density_rolling_avg,seed002
18000,0.9721829931995104,density_rolling_avg,seed002
19000,0.9645931020058788,density_rolling_avg,seed002
20000,0.9504693836827812,density_rolling_avg,seed002
21000,0.939227009814226,density_rolling_avg,seed002
22000,0.9364410840143936,density_rolling_avg,seed002
23000,0.940076085853522,density_rolling_avg,seed002
24000,0.9542060269711646,density_rolling_avg,seed002
25000,0.9561384331230895,density_rolling_avg,seed002
26000,0.9541054886629112,density_rolling_avg,seed002
27000,0.9489187377474232,density_rolling_avg,seed002
28000,0.9427293155420644,density_rolling_avg,seed002
29000,0.933580724720167,density_rolling_avg,seed002
30000,0.931304795316049,density_rolling_avg,seed002
1000,256.0,largest_component_size,seed002
2000,255.0,largest_component_size,seed002
3000,256.0,largest_component_size,seed002
4000,256.0,largest_component_size,seed002
5000,254.0,largest_component_size,seed002
6000,255.0,largest_component_size,seed002
7000,256.0,largest_component_size,seed002
8000,255.0,largest_component_size,seed002
9000,248.0,largest_component_size,seed002
10000,248.0,largest_component_size,seed002
11000,249.0,largest_component_size,seed002
12000,255.0,largest_component_size,seed002
13000,256.0,largest_component_size,seed002
14000,255.0,largest_component_size,seed002
15000,256.0,largest_component_size,seed002
16000,256.0,largest_component_size,seed002
17000,256.0,largest_component_size,seed002
18000,254.0,largest_component_size,seed002
19000,253.0,largest_component_size,seed002
20000,252.0,largest_component_size,seed002
21000,252.0,largest_component_size,seed002
22000,256.0,largest_component_size,seed002
23000,255.0,largest_component_size,seed002
24000,253.0,largest_component_size,seed002
25000,252.0,largest_component_size,seed002
26000,252.0,largest_component_size,seed002
27000,251.0,largest_component_size,seed002
28000,251.0,largest_component_size,seed002
29000,252.0,largest_component_size,seed002
30000,249.0,largest_component_size,seed002
1000,,largest_component_size_delta,seed002
2000,-1.0,largest_component_size_delta,seed002
3000,1.0,largest_component_size_delta,seed002
4000,0.0,largest_component_size_delta,seed002
5000,-2.0,largest_component_size_delta,seed002
6000,1.0,largest_component_size_delta,seed002
7000,1.0,largest_component_size_delta,seed002
8000,-1.0,largest_component_size_delta,seed002
9000,-7.0,largest_component_size_delta,seed002
10000,0.0,largest_component_size_delta,seed002
11000,1.0,largest_component_size_delta,seed002
12000,6.0,largest_component_size_delta,seed002
13000,1.0,largest_component_size_delta,seed002
14000,-1.0,largest_component_size_delta,seed002
15000,1.0,largest_component_size_delta,seed002
16000,0.0,largest_component_size_delta,seed002
17000,0.0,largest_component_size_delta,seed002
18000,-2.0,largest_component_size_delta,seed002
19000,-1.0,largest_component_size_delta,seed002
20000,-1.0,largest_component_size_delta,seed002
21000,0.0,largest_component_size_delta,seed002
22000,4.0,largest_component_size_delta,seed002
23000,-1.0,largest_component_size_delta,seed002
24000,-2.0,largest_component_size_delta,seed002
25000,-1.0,largest_component_size_delta,seed002
26000,0.0,largest_component_size_delta,seed002
27000,-1.0,largest_component_size_delta,seed002
28000,0.0,largest_component_size_delta,seed002
29000,1.0,largest_component_size_delta,seed002
30000,-3.0,largest_component_size_delta,seed002
1000,,largest_component_size_rel_change,seed002
2000,-0.00390625,largest_component_size_rel_change,seed002
3000,0.0039215686274509,largest_component_size_rel_change,seed002
4000,0.0,largest_component_size_rel_change,seed002
5000,-0.0078125,largest_component_size_rel_change,seed002
6000,0.0039370078740157,largest_component_size_rel_change,seed002
7000,0.0039215686274509,largest_component_size_rel_change,seed002
8000,-0.00390625,largest_component_size_rel_change,seed002
9000,-0.0274509803921568,largest_component_size_rel_change,seed002
10000,0.0,largest_component_size_rel_change,seed002
11000,0.0040322580645162,largest_component_size_rel_change,seed002
12000,0.0240963855421687,largest_component_size_rel_change,seed002
13000,0.0039215686274509,largest_component_size_rel_change,seed002
14000,-0.00390625,largest_component_size_rel_change,seed002
15000,0.0039215686274509,largest_component_size_rel_change,seed002
16000,0.0,largest_component_size_rel_change,seed002
17000,0.0,largest_component_size_rel_change,seed002
18000,-0.0078125,largest_component_size_rel_change,seed002
19000,-0.0039370078740157,largest_component_size_rel_change,seed002
20000,-0.0039525691699604,largest_component_size_rel_change,seed002
21000,0.0,largest_component_size_rel_change,seed002
22000,0.0158730158730158,largest_component_size_rel_change,seed002
23000,-0.00390625,largest_component_size_rel_change,seed002
24000,-0.0078431372549019,largest_component_size_rel_change,seed002
25000,-0.0039525691699604,largest_component_size_rel_change,seed002
26000,0.0,largest_component_size_rel_change,seed002
27000,-0.0039682539682539,largest_component_size_rel_change,seed002
28000,0.0,largest_component_size_rel_change,seed002
29000,0.0039840637450199,largest_component_size_rel_change,seed002
30000,-0.0119047619047618,largest_component_size_rel_change,seed002
1000,255.0,max_degree,seed002
2000,252.0,max_degree,seed002
3000,251.0,max_degree,seed002
4000,254.0,max_degree,seed002
5000,252.0,max_degree,seed002
6000,252.0,max_degree,seed002
7000,253.0,max_degree,seed002
8000,252.0,max_degree,seed002
9000,242.0,max_degree,seed002
10000,240.0,max_degree,seed002
11000,245.0,max_degree,seed002
12000,252.0,max_degree,seed002
13000,255.0,max_degree,seed002
14000,250.0,max_degree,seed002
15000,255.0,max_degree,seed002
16000,255.0,max_degree,seed002
17000,255.0,max_degree,seed002
18000,250.0,max_degree,seed002
19000,252.0,max_degree,seed002
20000,250.0,max_degree,seed002
21000,247.0,max_degree,seed002
22000,253.0,max_degree,seed002
23000,253.0,max_degree,seed002
24000,252.0,max_degree,seed002
25000,250.0,max_degree,seed002
26000,249.0,max_degree,seed002
27000,249.0,max_degree,seed002
28000,247.0,max_degree,seed002
29000,246.0,max_degree,seed002
30000,246.0,max_degree,seed002
1000,0.0007973282191165,modularity,seed002
2000,0.0,modularity,seed002
3000,0.0005869280415452,modularity,seed002
4000,0.0045789338303753,modularity,seed002
5000,0.0,modularity,seed002
6000,0.0,modularity,seed002
7000,0.0008303650612475,modularity,seed002
8000,0.0,modularity,seed002
9000,0.0,modularity,seed002
10000,0.0,modularity,seed002
11000,0.0,modularity,seed002
12000,0.0,modularity,seed002
13000,0.0014614719551378,modularity,seed002
14000,0.0,modularity,seed002
15000,0.0022239303532026,modularity,seed002
16000,0.0007485551772252,modularity,seed002
17000,0.0004948732374517,modularity,seed002
18000,0.0,modularity,seed002
19000,0.0,modularity,seed002
20000,0.0,modularity,seed002
21000,0.0,modularity,seed002
22000,0.002523955146186,modularity,seed002
23000,0.0,modularity,seed002
24000,0.0,modularity,seed002
25000,0.0,modularity,seed002
26000,0.0,modularity,seed002
27000,0.0,modularity,seed002
28000,0.0,modularity,seed002
29000,0.0,modularity,seed002
30000,0.0,modularity,seed002
1000,1.0,num_components,seed002
2000,1.0,num_components,seed002
3000,1.0,num_components,seed002
4000,1.0,num_components,seed002
5000,1.0,num_components,seed002
6000,1.0,num_components,seed002
7000,1.0,num_components,seed002
8000,1.0,num_components,seed002
9000,1.0,num_components,seed002
10000,1.0,num_components,seed002
11000,1.0,num_components,seed002
12000,1.0,num_components,seed002
13000,1.0,num_components,seed002
14000,1.0,num_components,seed002
15000,1.0,num_components,seed002
16000,1.0,num_components,seed002
17000,1.0,num_components,seed002
18000,1.0,num_components,seed002
19000,1.0,num_components,seed002
20000,1.0,num_components,seed002
21000,1.0,num_components,seed002
22000,1.0,num_components,seed002
23000,1.0,num_components,seed002
24000,1.0,num_components,seed002
25000,1.0,num_components,seed002
26000,1.0,num_components,seed002
27000,1.0,num_components,seed002
28000,1.0,num_components,seed002
29000,1.0,num_components,seed002
30000,1.0,num_components,seed002
1000,31843.0,num_edges,seed002
2000,31132.0,num_edges,seed002
3000,30729.0,num_edges,seed002
4000,31782.0,num_edges,seed002
5000,30883.0,num_edges,seed002
6000,30825.0,num_edges,seed002
7000,30918.0,num_edges,seed002
8000,31134.0,num_edges,seed002
9000,26726.0,num_edges,seed002
10000,26846.0,num_edges,seed002
11000,28284.0,num_edges,seed002
12000,30434.0,num_edges,seed002
13000,31629.0,num_edges,seed002
14000,30482.0,num_edges,seed002
15000,31727.0,num_edges,seed002
16000,31961.0,num_edges,seed002
17000,32124.0,num_edges,seed002
18000,30626.0,num_edges,seed002
19000,30489.0,num_edges,seed002
20000,29786.0,num_edges,seed002
21000,29078.0,num_edges,seed002
22000,30945.0,num_edges,seed002
23000,30854.0,num_edges,seed002
24000,30661.0,num_edges,seed002
25000,30167.0,num_edges,seed002
26000,29938.0,num_edges,seed002
27000,29689.0,num_edges,seed002
28000,29345.0,num_edges,seed002
29000,29070.0,num_edges,seed002
30000,29006.0,num_edges,seed002
1000,,num_edges_delta,seed002
2000,-711.0,num_edges_delta,seed002
3000,-403.0,num_edges_delta,seed002
4000,1053.0,num_edges_delta,seed002
5000,-899.0,num_edges_delta,seed002
6000,-58.0,num_edges_delta,seed002
7000,93.0,num_edges_delta,seed002
8000,216.0,num_edges_delta,seed002
9000,-4408.0,num_edges_delta,seed002
10000,120.0,num_edges_delta,seed002
11000,1438.0,num_edges_delta,seed002
12000,2150.0,num_edges_delta,seed002
13000,1195.0,num_edges_delta,seed002
14000,-1147.0,num_edges_delta,seed002
15000,1245.0,num_edges_delta,seed002
16000,234.0,num_edges_delta,seed002
17000,163.0,num_edges_delta,seed002
18000,-1498.0,num_edges_delta,seed002
19000,-137.0,num_edges_delta,seed002
20000,-703.0,num_edges_delta,seed002
21000,-708.0,num_edges_delta,seed002
22000,1867.0,num_edges_delta,seed002
23000,-91.0,num_edges_delta,seed002
24000,-193.0,num_edges_delta,seed002
25000,-494.0,num_edges_delta,seed002
26000,-229.0,num_edges_delta,seed002
27000,-249.0,num_edges_delta,seed002
28000,-344.0,num_edges_delta,seed002
29000,-275.0,num_edges_delta,seed002
30000,-64.0,num_edges_delta,seed002
1000,,num_edges_rel_change,seed002
2000,-0.0223282982131081,num_edges_rel_change,seed002
3000,-0.0129448798663753,num_edges_rel_change,seed002
4000,0.0342673045006345,num_edges_rel_change,seed002
5000,-0.0282864514505065,num_edges_rel_change,seed002
6000,-0.0018780558883527,num_edges_rel_change,seed002
7000,0.0030170316301703,num_edges_rel_change,seed002
8000,0.0069862216184746,num_edges_rel_change,seed002
9000,-0.1415815507162587,num_edges_rel_change,seed002
10000,0.0044900097283544,num_edges_rel_change,seed002
11000,0.053564776875512,num_edges_rel_change,seed002
12000,0.0760147079620987,num_edges_rel_change,seed002
13000,0.0392652953933101,num_edges_rel_change,seed002
14000,-0.0362641879287994,num_edges_rel_change,seed002
15000,0.0408437766550751,num_edges_rel_change,seed002
16000,0.0073754215652284,num_edges_rel_change,seed002
17000,0.0050999655830543,num_edges_rel_change,seed002
18000,-0.0466318017681484,num_edges_rel_change,seed002
19000,-0.0044733233200549,num_edges_rel_change,seed002
20000,-0.023057496146151,num_edges_rel_change,seed002
21000,-0.0237695561673269,num_edges_rel_change,seed002
22000,0.0642066166861545,num_edges_rel_change,seed002
23000,-0.0029407012441428,num_edges_rel_change,seed002
24000,-0.0062552667401309,num_edges_rel_change,seed002
25000,-0.016111672809106,num_edges_rel_change,seed002
26000,-0.0075910763416978,num_edges_rel_change,seed002
27000,-0.008317188856971,num_edges_rel_change,seed002
28000,-0.0115867829835966,num_edges_rel_change,seed002
29000,-0.0093712727892315,num_edges_rel_change,seed002
30000,-0.0022015823873409,num_edges_rel_change,seed002
1000,256.0,num_nodes,seed002
2000,255.0,num_nodes,seed002
3000,256.0,num_nodes,seed002
4000,256.0,num_nodes,seed002
5000,254.0,num_nodes,seed002
6000,255.0,num_nodes,seed002
7000,256.0,num_nodes,seed002
8000,255.0,num_nodes,seed002
9000,248.0,num_nodes,seed002
10000,248.0,num_nodes,seed002
11000,249.0,num_nodes,seed002
12000,255.0,num_nodes,seed002
13000,256.0,num_nodes,seed002
14000,255.0,num_nodes,seed002
15000,256.0,num_nodes,seed002
16000,256.0,num_nodes,seed002
17000,256.0,num_nodes,seed002
18000,254.0,num_nodes,seed002
19000,253.0,num_nodes,seed002
20000,252.0,num_nodes,seed002
21000,252.0,num_nodes,seed002
22000,256.0,num_nodes,seed002
23000,255.0,num_nodes,seed002
24000,253.0,num_nodes,seed002
25000,252.0,num_nodes,seed002
26000,252.0,num_nodes,seed002
27000,251.0,num_nodes,seed002
28000,251.0,num_nodes,seed002
29000,252.0,num_nodes,seed002
30000,249.0,num_nodes,seed002
1000,0.7543894052505493,sae_sparsity,seed002
2000,0.7320799976587296,sae_sparsity,seed002
3000,0.7157451957464218,sae_sparsity,seed002
4000,0.702865332365036,sae_sparsity,seed002
5000,0.6904521733522415,sae_sparsity,seed002
6000,0.7080960720777512,sae_sparsity,seed002
7000,0.721550777554512,sae_sparsity,seed002
8000,0.7056271731853485,sae_sparsity,seed002
9000,0.5966265499591827,sae_sparsity,seed002
10000,0.6040550768375397,sae_sparsity,seed002
11000,0.6272759288549423,sae_sparsity,seed002
12000,0.6610348075628281,sae_sparsity,seed002
13000,0.7046132534742355,sae_sparsity,seed002
14000,0.6942695081233978,sae_sparsity,seed002
15000,0.7161604762077332,sae_sparsity,seed002
16000,0.7475493848323822,sae_sparsity,seed002
17000,0.7640283554792404,sae_sparsity,seed002
18000,0.6952657997608185,sae_sparsity,seed002
19000,0.6896820068359375,sae_sparsity,seed002
20000,0.6744276881217957,sae_sparsity,seed002
21000,0.664643257856369,sae_sparsity,seed002
22000,0.6713292300701141,sae_sparsity,seed002
23000,0.6788591891527176,sae_sparsity,seed002
24000,0.6836970150470734,sae_sparsity,seed002
25000,0.6868447959423065,sae_sparsity,seed002
26000,0.6930044740438461,sae_sparsity,seed002
27000,0.6940766721963882,sae_sparsity,seed002
28000,0.6926370859146118,sae_sparsity,seed002
29000,0.6889155209064484,sae_sparsity,seed002
30000,0.6856894642114639,sae_sparsity,seed002
1000,0.0630977683315621,test_acc,seed002
2000,0.0787725823591923,test_acc,seed002
3000,0.0860786397449521,test_acc,seed002
4000,0.0240435706695005,test_acc,seed002
5000,0.048087141339001,test_acc,seed002
6000,0.0553931987247608,test_acc,seed002
7000,0.0580499468650371,test_acc,seed002
8000,0.0626992561105207,test_acc,seed002
9000,0.0437035069075451,test_acc,seed002
10000,0.0484856535600425,test_acc,seed002
11000,0.055260361317747,test_acc,seed002
12000,0.0605738575982996,test_acc,seed002
13000,0.0632306057385759,test_acc,seed002
14000,0.0573857598299681,test_acc,seed002
15000,0.0649574920297555,test_acc,seed002
16000,0.0721307120085015,test_acc,seed002
17000,0.078241232731137,test_acc,seed002
18000,0.1353613177470775,test_acc,seed002
19000,0.1579436769394261,test_acc,seed002
20000,0.1794633368756641,test_acc,seed002
21000,0.2130712008501594,test_acc,seed002
22000,0.8516206163655685,test_acc,seed002
23000,0.848432518597237,test_acc,seed002
24000,0.845510095642933,test_acc,seed002
25000,0.8372741764080766,test_acc,seed002
26000,0.8285069075451648,test_acc,seed002
27000,0.8148246546227418,test_acc,seed002
28000,0.803134962805526,test_acc,seed002
29000,0.7915781083953242,test_acc,seed002
30000,0.7780286928799149,test_acc,seed002
1000,0.0630977683315621,test_acc_rolling_avg,seed002
2000,0.0709351753453772,test_acc_rolling_avg,seed002
