step,avg_clustering,avg_clustering_delta,avg_clustering_rel_change,avg_clustering_rolling_avg,avg_degree,density,density_delta,density_rel_change,density_rolling_avg,largest_component_size,largest_component_size_delta,largest_component_size_rel_change,max_degree,modularity,num_components,num_edges,num_edges_delta,num_edges_rel_change,num_nodes,sae_sparsity,test_acc,test_acc_rolling_avg,train_acc,val_acc
11000,0.004654364941487166,0.004290557360668698,0.004627273318172676,0.0037023517163905727,3.965236983599926,0.016957516379399296,0.010327068443977756,0.012511976693027591,0.014681836825129118,0.9398005107468282,0.9398005107468286,0.0037647786740024583,1.6461166422826805,0.0,0.0,484.0152632149111,395.2002430414231,0.015444545642509891,0.9398005107468282,0.010262069397292345,0.0,0.0,0.0,0.0
12000,0.004985293773166387,0.0012928345252743408,0.0013657321425321282,0.004171225172918433,2.2988733851717056,0.010098302979657385,0.012929255668633082,0.015243081340441899,0.013736528048933437,1.0956733089748976,1.225,0.004920810621619667,1.1073504413689441,0.0,0.0,314.01195013088255,432.6771743459551,0.01624218708759303,1.0956733089748976,0.01048592312227327,0.0,0.0,0.0,0.0
13000,0.0038766882899232678,0.0026393143005434046,0.0027835182400456444,0.004322994848657446,2.083800665408402,0.007353603254751432,0.007172667673468598,0.007935309522690072,0.01037139551550303,0.8282511696339456,1.0311643903859364,0.0040910745302593955,1.1379037744906217,0.000358060629008761,0.0,323.84735914470565,335.23157861394856,0.011419669893532842,0.8282511696339456,0.009187159579409155,0.0,0.0,0.0,0.0
14000,0.003565428585613612,0.0033907076694093706,0.0034739357921856305,0.0036578458835738173,1.3133651932227683,0.005629643908671144,0.0048087164190689586,0.0049426142240758374,0.006791129386879277,0.5155821951929677,1.1676579122328594,0.004616578820711785,1.0311643903859367,0.0009786796914077738,0.0,174.88241999983867,308.38317074704315,0.009813329504536587,0.5155821951929677,0.013036354880277682,0.0,0.0,0.0,0.0
15000,0.002620158220203884,0.0024300638813724226,0.002539817991184846,0.0027928217760295458,1.2531998429563396,0.004971297881498589,0.007244659099627135,0.007832810677899161,0.004418888929060942,0.7349999999999985,0.37040518354904267,0.0014554308423506003,0.7408103670980839,0.0009636304576811998,0.0,203.6046237196003,283.1687518512592,0.009382514112574214,0.7349999999999985,0.011559088086115131,0.0,0.0,0.0,0.0
16000,0.001983623051255735,0.0014278327008322548,0.0014782414600309466,0.0025091155579800334,0.5008507424216723,0.0029138287882320936,0.004250292370595316,0.004501788321572168,0.0034198436522146045,0.32078029864690927,0.6348425001525968,0.0024982203523674033,0.32078029864690927,0.0006163703062352242,0.0,49.34736872417803,200.81051665687232,0.006531316754541546,0.32078029864690927,0.011938296672930383,0.0,0.0,0.0,0.0
17000,0.0015090696728625782,0.001679324929915258,0.001718978354423397,0.0017592920982774083,0.42862055127245147,0.0019316883709688997,0.0029162136616695936,0.003001200439328966,0.0023454990665568855,0.24499999999999997,0.4441002139157331,0.0017389094330859589,0.24499999999999997,0.0003032538854096612,0.0,62.86632345699891,77.39114177346138,0.0024381324003915285,0.24499999999999997,0.011822182405914004,0.0,0.0,0.0,0.0
18000,0.003386883690589299,0.003449016864195429,0.003489725449444872,0.0015951267958552251,2.6848995298026863,0.007973868494292824,0.00788680342462469,0.008005732675460026,0.003121440691484438,0.7172865536171736,0.7802723883362783,0.003047939016938587,1.4787241121994337,0.0008797805999127628,0.0,427.2141290968736,410.82208780079,0.01280096776008202,0.7172865536171736,0.009959279556095876,0.0,0.0,0.0,0.0
19000,0.004650677989725609,0.0019811699809994246,0.002058348306347442,0.002753785871094126,2.5393469971243783,0.00858047385579868,0.006545011607913141,0.006797078107721704,0.005148930653104216,0.8637273875477154,0.5782949074650406,0.002276751604193046,0.9756151905336466,0.0010219214795574227,0.0,391.8044652948715,191.000874932551,0.0060886627416837395,0.8637273875477154,0.012330629693826933,0.0,0.0,0.0,0.0
20000,0.0022690882340805265,0.003701521036958439,0.003844247108612004,0.003092092854902667,2.179989937736205,0.0077529437475258025,0.0106717330366638,0.011173461156264046,0.005753322135765707,1.1073504413689497,0.8282511696339461,0.0032429748105063405,1.603901493234548,0.000556078673598938,0.0,353.91211002874707,327.80879670930125,0.010441483793455414,1.1073504413689497,0.011627428996818229,0.0,0.0,0.0,0.0
21000,0.0034605216916559637,0.0021454535131900853,0.0022418030461729965,0.0031732824179976564,2.776889199166361,0.01023863024828344,0.012614228438785883,0.013598847453477728,0.00635551675494085,0.9623408959407287,0.6867495904622004,0.0027094910085519795,1.6539120290994942,0.0,0.0,406.69509786202224,408.54617119733234,0.013654604533322873,0.9623408959407287,0.009285047045666286,0.0,0.0,0.0,0.0
22000,0.0023022722430658133,0.0050437509898155685,0.005338362961942765,0.0015402075335083645,1.172112069186064,0.006030539224579705,0.012823065256135866,0.014496967604380379,0.004430751825280084,0.9756151905336459,1.5017406567047455,0.0059718689119044824,0.8882004278314657,0.0006178677623420398,0.0,185.05304975871115,366.6891120554304,0.01299885144284225,0.9756151905336459,0.008371888749829222,0.0,0.0,0.0,0.0
23000,0.0021639981471184076,0.0008753000503608692,0.0008997965275653873,0.0013253079591399354,1.1099229405165358,0.005583162328285332,0.002291436797346597,0.0024002891810158797,0.004317357605064237,1.0956733089748982,0.35864327680858593,0.0014110009589155348,1.0311643903859369,0.0,0.0,205.71412791784567,91.85899193873182,0.003002566462279918,1.0956733089748982,0.00950203439944,0.0,0.0,0.0,0.0
24000,0.003364532873504162,0.0015591831772574034,0.0016080436342771982,0.0025257534874900704,1.304024971424344,0.005504043718491523,0.006154317599241155,0.006492249531358777,0.004598541940178488,1.4074178484018176,0.9025657870759337,0.003561199419323846,1.3734991809244035,0.0,0.0,283.7939513097486,135.9159601555314,0.004495431922451036,1.4074178484018176,0.009872203093254182,0.0,0.0,0.0,0.0
25000,0.0026107131434268526,0.001154784320285075,0.0011893159451450033,0.0026594278706260684,1.3170808083303076,0.004639347858051971,0.003206612745121852,0.0033710114731960216,0.004490032021737132,1.455343602040426,0.5238320341483518,0.002062491980756706,1.6039014932345441,0.0,0.0,305.686499579226,87.1459868553911,0.0028762659058485704,1.455343602040426,0.007826383730231734,0.0,0.0,0.0,0.0
26000,0.0029625629254040795,0.0010030225410775431,0.00103628124062615,0.0029286816564405606,1.4355704448150157,0.006057150838778532,0.004299011096940629,0.004556436028337634,0.004876996565660124,1.2284950142348992,0.4441002139157331,0.001754544379624588,1.357801531888959,0.0,0.0,267.08165867389687,142.40474649743945,0.00466107977011725,1.2284950142348992,0.007845714013961464,0.0,0.0,0.0,0.0
27000,0.0027651756154031476,0.0013662319136449404,0.0014114273178755486,0.0026938084624276,2.240393503004851,0.007753663900246343,0.007374853038690708,0.007795851102334311,0.004995379344283441,0.7802723883362791,0.5782949074650406,0.0023042118312664446,1.4074178484018176,0.0,0.0,339.832373384291,135.96746375512046,0.004645031006406725,0.7802723883362791,0.009044069314050912,0.0,0.0,0.0,0.0
28000,0.0029943728658199573,0.001652748977766298,0.0017105689415240618,0.002750560665241503,1.8245326304103204,0.006646616055387119,0.005085788010002679,0.005441719452602756,0.005599734683708278,1.1112155506471275,0.7802723883362783,0.0031087272168219475,1.357801531888957,0.0,0.0,308.25822555935184,174.13355456373134,0.005889199024362192,1.1112155506471275,0.009385700382756084,0.0,0.0,0.0,0.0
29000,0.003622447323906898,0.0015415253522238807,0.001599591847257989,0.0029715072544497113,2.1775052101379817,0.007851200153622919,0.005855352379079082,0.006273674080961634,0.006559602193211585,1.571496102445055,0.7408103670980853,0.002964046801677884,2.0203217565526557,0.0,0.0,394.1860856245436,176.86583283664484,0.006070274784906335,1.571496102445055,0.010106734431298134,0.0,0.0,0.0,0.0
30000,0.003218120268558691,0.0011972750853426262,0.0012453085132400027,0.003191327225337198,2.080616261669681,0.0077241043992355195,0.008573853530745279,0.00922785705259959,0.0062977737734569335,1.4315812935352277,0.8637273875477144,0.003437547853442719,2.093280917602796,0.0,0.0,363.92224457979995,199.6587017888276,0.006828856668118549,1.4315812935352277,0.011063241354206279,0.0,0.0,0.0,0.0
