step,avg_clustering,avg_clustering_delta,avg_clustering_rel_change,avg_clustering_rolling_avg,avg_degree,density,density_delta,density_rel_change,density_rolling_avg,largest_component_size,largest_component_size_delta,largest_component_size_rel_change,max_degree,modularity,num_components,num_edges,num_edges_delta,num_edges_rel_change,num_nodes,sae_sparsity,test_acc,test_acc_rolling_avg,train_acc,val_acc
1000,0.003059228962619438,,,0.003059228962619438,1.4508799133235266,0.00607807382887569,,,0.00607807382887569,0.3535533905932748,,,0.46291004988627943,0.00026428874398221313,0.0,183.28568644916825,,,0.3535533905932748,0.01113325305315065,0.0,0.0,0.0,0.0
2000,0.0035295238611329875,0.005748038991244164,0.00580809250288797,0.0016273359225441198,1.8335723275062505,0.006100843927570604,0.009763039931243712,0.00991277643863769,0.0036403848524783583,0.5175491695067636,0.7071067811865476,0.0027660069986935993,1.1259916264596024,0.0002930150125611058,0.0,280.17822771534964,370.3312947310055,0.011534160956642376,0.5175491695067636,0.010926461420225445,0.0,0.0,0.0,0.0
3000,0.004476175721037098,0.0035641491851096277,0.0036427513306756323,0.002457393632578687,2.288985179459579,0.010469631634464483,0.00883756915505376,0.009108650404791866,0.00561552069504365,1.1649647450214338,0.9161253813129042,0.003591159372147464,1.309307341415962,0.00031113007387747506,0.0,309.6871405144229,223.83731337099016,0.007030053583494762,1.1649647450214338,0.013611669784519343,0.0,0.0,0.0,0.0
4000,0.0049723357437091035,0.004965285264352127,0.0051234235152466555,0.0035439682381082087,1.800558829624775,0.008802649276301392,0.011644720403520223,0.01235627311268044,0.006406155108312633,0.7559289460184531,0.8864052604279183,0.0034905381679640325,0.6408699444616546,0.0017718731941362713,0.0,204.65297282403216,299.6264340808401,0.009749076783486117,0.7559289460184531,0.009675640353736793,0.0,0.0,0.0,0.0
5000,0.0036353472830232053,0.0041308042805688954,0.004167888706393914,0.0036083974221983364,3.8290992951694944,0.013023867732995121,0.010600753503778917,0.010822684119798498,0.007521744684073133,0.9258200997725514,1.5118578920369088,0.005914407175485954,2.100170061141307,0.0009981152325466514,0.0,568.0648856299027,514.2201967195432,0.01625504897986772,0.9258200997725514,0.005535788063063673,0.0,0.0,0.0,0.0
6000,0.0037560682972387614,0.0021521930200662292,0.002224072237570797,0.003444988556039159,3.7561025162930406,0.00869126685849875,0.009639146448818196,0.010218280688780567,0.009028655343374454,2.3904572186687876,1.927248223318863,0.007596908580624736,3.105295017040592,0.0007943380674150871,0.0,729.4865121635708,364.7241619165287,0.012052789115738838,2.3904572186687876,0.016204952558732284,0.0,0.0,0.0,0.0
7000,0.005934387426083168,0.0029607441515506713,0.0030597371035195626,0.0041684543976026585,3.175154772994497,0.009425574522610284,0.012057455065079862,0.012792566001808501,0.007924582307937198,1.9999999999999984,1.4142135623730951,0.005637360734496032,2.669269563007828,0.0005572076934850407,0.0,589.7509008047373,425.9209978723418,0.014424578388036964,1.9999999999999984,0.01963259801139571,0.0,0.0,0.0,0.0
8000,0.0050967830616651475,0.002919581221208442,0.0030150091195583783,0.004678354934664585,3.4402954313264202,0.013530701931394102,0.011734052266020858,0.012393518088576467,0.007919737118782692,1.035098339013534,1.7525491637693282,0.006942313588868582,1.726888200533798,0.0007925940922944217,0.0,472.44650112850945,339.297909555263,0.011260217774399953,1.035098339013534,0.016529731984337905,0.0,0.0,0.0,0.0
9000,0.0057687562848664055,0.008826665362213722,0.008916839628407251,0.0036220635580345517,4.714944246516885,0.018779873304498172,0.02082553252487906,0.02106386108557616,0.009576534910617053,2.133909892327093,2.587745847533828,0.01011085389635203,2.5071326821120343,0.0,0.0,671.928727087713,856.9919882105917,0.026429063320585554,2.133909892327093,0.011890510423425642,0.0,0.0,0.0,0.0
10000,0.006540330160788361,0.006445756851585349,0.006949976892097712,0.0036528750149957953,5.857119960567514,0.025302861907311437,0.010460969156899742,0.012540937153458232,0.01542735561247618,1.5811388300841906,2.03100960115899,0.008144657451794253,3.0705978943149552,0.0,0.0,711.3353513940223,574.3861164010546,0.022184646227265212,1.5811388300841906,0.009270993800987443,0.0,0.0,0.0,0.0
11000,0.006716597984168375,0.006191596336323863,0.006677502738129544,0.00534277143877026,5.722134612479998,0.02447096902847999,0.014902734952069958,0.018055721562628253,0.021186992610863615,1.356202681860537,1.3562026818605375,0.005432858224599259,2.3754698783308443,0.0,0.0,698.4703567695008,570.3036158799225,0.022287638686048755,1.356202681860537,0.014808936448637478,0.0,0.0,0.0,0.0
12000,0.007194153129006168,0.0018656572648440355,0.00197085399850796,0.006019391031891129,3.3174468566207898,0.01457260921508583,0.01865788644690829,0.021996910575519585,0.019822841088489897,1.5811388300841906,1.7677669529663689,0.0071010991009837895,1.5979898086569324,0.0,0.0,453.14281492073275,624.3856409074673,0.023438695165178804,1.5811388300841906,0.015131974177061726,0.0,0.0,0.0,0.0
13000,0.005594352200716782,0.0038087286522385127,0.004016825761413713,0.006238406066367741,3.007080777859839,0.01061180148487797,0.010350697859402415,0.011451247294506809,0.014966702243632534,1.195228609334393,1.4880476182856899,0.00590372763813467,1.6420805617960954,0.0005167083649959501,0.0,467.3360484093401,483.7643316444781,0.016479440858426394,1.195228609334393,0.013257760894781968,0.0,0.0,0.0,0.0
14000,0.005145181083109686,0.004893045685837961,0.00501315011441045,0.005278546181245602,1.895284559800408,0.008123998741810013,0.0069393387525035774,0.00713256333598594,0.009800109472199139,0.7440238091428443,1.6850180160122072,0.006662069775525505,1.4880476182856903,0.001412308257967336,0.0,252.36845937183642,445.0200637531494,0.014161371099338457,0.7440238091428443,0.018812438648568762,0.0,0.0,0.0,0.0
15000,0.0037810849903833505,0.0035067645902753923,0.003665148009278367,0.004030251462195815,1.8084614431353963,0.007173956006746879,0.010454586891288113,0.011303333767536521,0.006376788422549292,1.0606601717798192,0.5345224838248488,0.0021002959554574665,1.0690449676496956,0.0013905910840495365,0.0,293.81675533278525,408.63376460031856,0.013539672150162671,1.0606601717798192,0.016680631775560492,0.0,0.0,0.0,0.0
